deviceIndex,streamType,hwTimestampUs,globalTimestampUs,sysTimestampUs
0,DEPTH,0,0,1787051524349416
0,DEPTH,1787051524423284,1787051524427072,1787051524448074
0,DEPTH,1787051524523288,1787051524527082,1787051524547100
0,DEPTH,1787051524623291,1787051524627092,1787051524647068
0,DEPTH,1787051524723291,1787051524727098,1787051524747222
0,DEPTH,1787051524823290,1787051524827104,1787051524847092
0,DEPTH,1787051524923288,1787051524926924,1787051524947166
0,DEPTH,1787051525023298,1787051525026937,1787051525047282
0,DEPTH,1787051525123295,1787051525126937,1787051525147042
0,DEPTH,1787051525223302,1787051525226947,1787051525247252
0,DEPTH,1787051525323303,1787051525326951,1787051525347057
0,DEPTH,1787051525423294,1787051525426945,1787051525447026
0,DEPTH,1787051525523297,1787051525526951,1787051525547028
0,DEPTH,1787051525623293,1787051525626950,1787051525647105
0,DEPTH,1787051525723303,1787051525726963,1787051525747172
0,DEPTH,1787051525823301,1787051525826964,1787051525847012
0,DEPTH,1787051525923293,1787051525926756,1787051525947024
0,DEPTH,1787051526023304,1787051526026766,1787051526047508
0,DEPTH,1787051526123308,1787051526126770,1787051526147038
0,DEPTH,1787051526223309,1787051526226771,1787051526247046
0,DEPTH,1787051526323309,1787051526326771,1787051526347065
0,DEPTH,1787051526423303,1787051526426764,1787051526447169
0,DEPTH,1787051526523302,1787051526526763,1787051526547067
0,DEPTH,1787051526623309,1787051526626770,1787051526647082
0,DEPTH,1787051526723306,1787051526726766,1787051526747053
0,DEPTH,1787051526823311,1787051526826771,1787051526847041
0,DEPTH,1787051526923312,1787051526926543,1787051526947080
0,DEPTH,1787051527023306,1787051527026533,1787051527047084
0,DEPTH,1787051527123308,1787051527126532,1787051527147119
0,DEPTH,1787051527223307,1787051527226527,1787051527247600
0,DEPTH,1787051527323305,1787051527326521,1787051527347050
0,DEPTH,1787051527423321,1787051527426534,1787051527447185
0,DEPTH,1787051527523306,1787051527526515,1787051527547032
0,DEPTH,1787051527623305,1787051527626511,1787051527647035
0,DEPTH,1787051527723318,1787051527726520,1787051527747055
0,DEPTH,1787051527823311,1787051527826510,1787051527847226
0,DEPTH,1787051527923319,1787051527926589,1787051527947086
0,DEPTH,1787051528023307,1787051528026574,1787051528047072
0,DEPTH,1787051528123317,1787051528126581,1787051528147063
0,DEPTH,1787051528123317,1787051528126581,1787051528247178
0,DEPTH,1787051528323331,1787051528326590,1787051528347099
0,DEPTH,1787051528423328,1787051528426584,1787051528447224
0,DEPTH,1787051528523322,1787051528526576,1787051528546992
0,DEPTH,1787051528623324,1787051528626575,1787051528647054
0,DEPTH,1787051528723318,1787051528726567,1787051528747292
0,DEPTH,1787051528823332,1787051528826578,1787051528847472
0,DEPTH,1787051528923324,1787051528926477,1787051528947020
0,DEPTH,1787051529023327,1787051529026476,1787051529046994
0,DEPTH,1787051529123327,1787051529126473,1787051529147167
0,DEPTH,1787051529223325,1787051529226467,1787051529247313
0,DEPTH,1787051529323328,1787051529326466,1787051529347275
0,DEPTH,1787051529423331,1787051529426466,1787051529447150
0,DEPTH,1787051529523331,1787051529526462,1787051529547380
0,DEPTH,1787051529623327,1787051529626454,1787051529647064
0,DEPTH,1787051529723330,1787051529726454,1787051529747049
0,DEPTH,1787051529823330,1787051529826450,1787051529847157
0,DEPTH,1787051529923339,1787051529926455,1787051529947199
0,DEPTH,1787051530023331,1787051530026444,1787051530047134
0,DEPTH,1787051530123334,1787051530126443,1787051530147054
0,DEPTH,1787051530223329,1787051530226434,1787051530247036
0,DEPTH,1787051530323332,1787051530326434,1787051530347014
0,DEPTH,1787051530423334,1787051530426432,1787051530447327
0,DEPTH,1787051530523335,1787051530526429,1787051530547035
0,DEPTH,1787051530623338,1787051530626428,1787051530647345
0,DEPTH,1787051530723340,1787051530726427,1787051530747059
0,DEPTH,1787051530823347,1787051530826430,1787051530847161
0,DEPTH,1787051530923342,1787051530926421,1787051530947037
0,DEPTH,1787051531023336,1787051531026412,1787051531047031
0,DEPTH,1787051531123337,1787051531126409,1787051531147162
0,DEPTH,1787051531223339,1787051531226407,1787051531247211
0,DEPTH,1787051531323344,1787051531326408,1787051531347048
0,DEPTH,1787051531423342,1787051531426403,1787051531447424
0,DEPTH,1787051531523344,1787051531526401,1787051531547021
0,DEPTH,1787051531623345,1787051531626398,1787051531646979
0,DEPTH,1787051531723352,1787051531726402,1787051531747049
0,DEPTH,1787051531823339,1787051531826385,1787051531847175
0,DEPTH,1787051531923337,1787051531926379,1787051531947035
0,DEPTH,1787051532023346,1787051532026385,1787051532047400
0,DEPTH,1787051532123346,1787051532126381,1787051532147212
0,DEPTH,1787051532223352,1787051532226383,1787051532247403
0,DEPTH,1787051532323353,1787051532326381,1787051532347460
0,DEPTH,1787051532423354,1787051532426378,1787051532447002
0,DEPTH,1787051532523351,1787051532526371,1787051532547162
0,DEPTH,1787051532623348,1787051532626364,1787051532646987
0,DEPTH,1787051532723353,1787051532726366,1787051532746991
0,DEPTH,1787051532823344,1787051532826353,1787051532847033
0,DEPTH,1787051532923356,1787051532926361,1787051532947225
0,DEPTH,1787051533023355,1787051533026357,1787051533047177
0,DEPTH,1787051533123347,1787051533126345,1787051533147262
0,DEPTH,1787051533223358,1787051533226352,1787051533247030
0,DEPTH,1787051533323357,1787051533326348,1787051533347110
0,DEPTH,1787051533423368,1787051533426355,1787051533447014
0,DEPTH,1787051533523361,1787051533526344,1787051533547065
0,DEPTH,1787051533623362,1787051533626342,1787051533647100
0,DEPTH,1787051533723360,1787051533726336,1787051533747026
0,DEPTH,1787051533823356,1787051533826328,1787051533847261
0,DEPTH,1787051533923369,1787051533926337,1787051533947162
0,DEPTH,1787051534023361,1787051534026326,1787051534047236
0,DEPTH,1787051534123365,1787051534126326,1787051534147039
0,DEPTH,1787051534223354,1787051534226311,1787051534247382
0,DEPTH,1787051534323367,1787051534326321,1787051534347074
0,DEPTH,1787051534423371,1787051534426321,1787051534447220
0,DEPTH,1787051534523361,1787051534526307,1787051534547590
0,DEPTH,1787051534623368,1787051534626310,1787051534647161
0,COLOR,1787051524723348,1787051524727155,1787051524742321
0,COLOR,1787051524823348,1787051524827162,1787051524842540
0,COLOR,1787051524923345,1787051524926980,1787051524942561
0,COLOR,1787051525023356,1787051525026995,1787051525042180
0,COLOR,1787051525123352,1787051525126994,1787051525142171
0,COLOR,1787051525223360,1787051525227005,1787051525242279
0,COLOR,1787051525323361,1787051525327009,1787051525342161
0,COLOR,1787051525423352,1787051525427003,1787051525442193
0,COLOR,1787051525523355,1787051525527009,1787051525542333
0,COLOR,1787051525623351,1787051525627008,1787051525642077
0,COLOR,1787051525723361,1787051525727021,1787051525742600
0,COLOR,1787051525823359,1787051525827022,1787051525842615
0,COLOR,1787051525923351,1787051525926814,1787051525942801
0,COLOR,1787051526023362,1787051526026824,1787051526042451
0,COLOR,1787051526123365,1787051526126827,1787051526142664
0,COLOR,1787051526223366,1787051526226828,1787051526242490
0,COLOR,1787051526323367,1787051526326828,1787051526342663
0,COLOR,1787051526423361,1787051526426822,1787051526442543
0,COLOR,1787051526523360,1787051526526821,1787051526542512
0,COLOR,1787051526623367,1787051526626828,1787051526642508
0,COLOR,1787051526723364,1787051526726825,1787051526742425
0,COLOR,1787051526823368,1787051526826828,1787051526842503
0,COLOR,1787051526923370,1787051526926601,1787051526942505
0,COLOR,1787051527023363,1787051527026590,1787051527042598
0,COLOR,1787051527123366,1787051527126590,1787051527142818
0,COLOR,1787051527223364,1787051527226584,1787051527242342
0,COLOR,1787051527323363,1787051527326580,1787051527342542
0,COLOR,1787051527423378,1787051527426591,1787051527442147
0,COLOR,1787051527523364,1787051527526573,1787051527542503
0,COLOR,1787051527623363,1787051527626569,1787051527642572
0,COLOR,1787051527723376,1787051527726578,1787051527742488
0,COLOR,1787051527823368,1787051527826566,1787051527842279
0,COLOR,1787051527923376,1787051527926646,1787051527942625
0,COLOR,1787051528023365,1787051528026632,1787051528042436
0,COLOR,1787051528123375,1787051528126639,1787051528142543
0,COLOR,1787051528223383,1787051528226645,1787051528242456
0,COLOR,1787051528323389,1787051528326648,1787051528342589
0,COLOR,1787051528423385,1787051528426641,1787051528442517
0,COLOR,1787051528523380,1787051528526634,1787051528542393
0,COLOR,1787051528623382,1787051528626633,1787051528642207
0,COLOR,1787051528723376,1787051528726625,1787051528742174
0,COLOR,1787051528823390,1787051528826636,1787051528842328
0,COLOR,1787051528923381,1787051528926534,1787051528942591
0,COLOR,1787051529023384,1787051529026534,1787051529042143
0,COLOR,1787051529123385,1787051529126531,1787051529142285
0,COLOR,1787051529223383,1787051529226525,1787051529242194
0,COLOR,1787051529323386,1787051529326525,1787051529342291
0,COLOR,1787051529423389,1787051529426524,1787051529442441
0,COLOR,1787051529523389,1787051529526520,1787051529542585
0,COLOR,1787051529623385,1787051529626512,1787051529642328
0,COLOR,1787051529723387,1787051529726511,1787051529742174
0,COLOR,1787051529823387,1787051529826507,1787051529842251
0,COLOR,1787051529923396,1787051529926512,1787051529942163
0,COLOR,1787051530023389,1787051530026502,1787051530042170
0,COLOR,1787051530123392,1787051530126501,1787051530142368
0,COLOR,1787051530223387,1787051530226492,1787051530242171
0,COLOR,1787051530323390,1787051530326491,1787051530342482
0,COLOR,1787051530423392,1787051530426490,1787051530442306
0,COLOR,1787051530523392,1787051530526486,1787051530542173
0,COLOR,1787051530623396,1787051530626486,1787051530642865
0,COLOR,1787051530723398,1787051530726485,1787051530742292
0,COLOR,1787051530823405,1787051530826488,1787051530842402
0,COLOR,1787051530923400,1787051530926479,1787051530942332
